SCLShldrsWidth_NEGATIVE_,ShldrsWidth_VE_,Body/Proportion/Arms
Shoulder_Drop,Shoulder_Drop,Body/Arms
PBMShouldersSize,ShouldersSize,Body/Arms
PBMSternumDepth,SternumDepth,Body
FBMStocky,Stocky,Body
PBMStomachLowerDepth,StomachLowerDepth,Body
Teeth_Hide,Teeth_Hide,Body/Mouth/Teeth
PHMTemplesNarrow,TemplesNarrow,Head/Face
PBMThighsSize,ThighsSize,Body/Legs
FBMThin,Thin,Body
Thin_Lips,Thin_Lips,Body/Mouth/Teeth
SCLTorsoLength,TorsoLength,Body/Proportion
SCLTorsoLength_NEGATIVE_,TorsoLength_VE_,Body/Proportion
PBMTrapsSize,TrapsSize,Body
PBMUpperArmsSize,UpperArmsSize,Body/Arms
PBMWaistWidth,WaistWidth,Body/Arms
PBMWaistWidth_NEGATIVE_,WaistWidth_VE_,Body/Arms
CBMYoungerTeen,YoungerTeen,Body/Age
Youth_Head_Proportion,Youth_Head_Proportion,Head/Age
Youth_Morph,Youth_Morph,Body/Age
Youth_Posture,Youth_Posture,Body/Age
Youth_Weight,Youth_Weight,Body/Age
